UDP; 3941481; 30; 30,000000; 250; 5000000; 226560000,000000; 1488303,225600;
UDP; 4230304; 30; 30,000000; 250; 5000000; 226560000,000000; 1597362,790400;
UDP; 3887262; 30; 30,000000; 250; 5000000; 226560000,000000; 1467830,131200;
UDP; 3525164; 30; 30,000000; 250; 5000000; 226560000,000000; 1331101,926400;
UDP; 3226183; 30; 30,000000; 250; 5000000; 226560000,000000; 1218206,700800;
UDP; 3704498; 30; 30,000000; 250; 5000000; 226560000,000000; 1398818,444800;
UDP; 3565331; 30; 30,000000; 250; 5000000; 226560000,000000; 1346268,985600;
TCP; 28327; 30; 30,002000; 250; 5000000; 226560000,000000; 10695,562163;
TCP; 28552; 30; 30,005000; 250; 5000000; 226560000,000000; 10779,438627;
TCP; 28312; 30; 30,001000; 250; 5000000; 226560000,000000; 10690,254858;
TCP; 29410; 30; 30,000000; 250; 5000000; 226560000,000000; 11105,216000;
TCP; 29220; 30; 30,000000; 250; 5000000; 226560000,000000; 11033,472000;
TCP; 28743; 30; 30,001000; 250; 5000000; 226560000,000000; 10852,995033;
UDP; 510000; 30; 30,118000; 250; 5000; 226560,000000; 191821,502092;
UDP; 495000; 30; 30,053000; 250; 5000; 226560,000000; 186582,371144;
UDP; 495687; 30; 30,000000; 250; 5000; 226560,000000; 187171,411200;
UDP; 514478; 30; 30,000000; 250; 5000; 226560,000000; 194266,892800;
UDP; 520000; 30; 30,236000; 250; 5000; 226560,000000; 194819,420558;
UDP; 505000; 30; 30,033000; 250; 5000; 226560,000000; 190478,473679;
TCP; 29017; 30; 30,002000; 250; 5000; 226560,000000; 10956,088794;
TCP; 29203; 30; 30,008000; 250; 5000; 226560,000000; 11024,113037;
TCP; 28872; 30; 30,001000; 250; 5000; 226560,000000; 10901,703810;
TCP; 29253; 30; 30,003000; 250; 5000; 226560,000000; 11044,828317;
TCP; 28605; 30; 30,004000; 250; 5000; 226560,000000; 10799,808026;
TCP; 28667; 30; 30,003000; 250; 5000; 226560,000000; 10823,576842;
TCP; 28989; 30; 30,000000; 250; 5000; 226560,000000; 10946,246400;
TCP; 7549; 30; 30,000000; 250; 5000; 226560,000000; 2850,502400;
TCP; 21856; 30; 30,000000; 250; 5000; 226560,000000; 8252,825600;
TCP; 7388; 30; 30,000000; 250; 5000; 226560,000000; 2789,708800;
UDP; 11900; 30; 30,046000; 250; 100; 4531,200000; 4486,560607;
UDP; 11900; 30; 30,026000; 250; 100; 4531,200000; 4489,549057;
UDP; 11900; 30; 30,023000; 250; 100; 4531,200000; 4489,997668;
UDP; 11900; 30; 30,033000; 250; 100; 4531,200000; 4488,502647;
UDP; 11900; 30; 30,036000; 250; 100; 4531,200000; 4488,054335;
UDP; 11900; 30; 30,053000; 250; 100; 4531,200000; 4485,515589;
TCP; 11400; 30; 30,124000; 250; 100; 4531,200000; 4286,920728;
TCP; 11400; 30; 30,186000; 250; 100; 4531,200000; 4278,115683;
TCP; 11100; 30; 30,180000; 250; 100; 4531,200000; 4166,361829;
TCP; 11400; 30; 30,076000; 250; 100; 4531,200000; 4293,762468;
TCP; 11100; 30; 30,079000; 250; 100; 4531,200000; 4180,351740;
TCP; 11000; 30; 30,177000; 250; 100; 4531,200000; 4129,237499;
